Provider	SDeathN	SDeathR	LungN	LungR	ClotN	ClotR	SplitN	SplitR	CutsN	CutsR	HADeathR	HADeathN	HFDeathR	HFDeathN	PDeathR	PDeathN
50013	42	116.65	4494	0.34	2275	1.26	170	1.31	4807	2.86	15.2	84	11	151	9.7	120
50014	20	NA	1940	0.28	421	3.48	59	0.77	2030	1.94	15.9	26	15.2	111	11.4	159
50016	16	NA	2645	0.25	722	3.26	86	0.67	2733	1.15	16.7	31	10.8	131	12.6	128
50017	245	113.25	10567	0.55	5504	3.85	368	0.37	11526	3.12	16	365	11.6	264	15.2	225
50018	17	NA	2676	0.24	281	5.05	53	1.77	2779	1.19	13.7	33	11	184	10.2	113
50022	181	99.68	8552	0.23	2629	4.83	269	1.82	8956	1.58	13.7	287	11.1	345	11.3	322
50024	26	102.52	7224	0.16	465	3.13	35	0.79	7376	1.32	13.1	61	8.2	234	8.5	186
50025	251	92.86	11179	0.51	4222	4.33	506	0.35	12087	1.77	12.1	178	9.6	244	8.2	245
50026	167	127.05	14031	0.41	3855	3.36	398	0.39	14375	3.21	16.1	267	14.1	632	14.7	544
50028	11	NA	1277	0.3	200	3.36	84	0.68	1322	2.09	NA	13	13.2	55	14.6	157
50030	49	141.7	7837	0.2	1015	3.58	161	1.27	8050	0.87	13.4	104	9.2	331	8	383
50036	104	147.21	7223	0.22	2511	1.45	351	0.42	7573	2.33	18.1	165	12.2	278	11.8	278
50038	55	135.89	4539	0.5	806	6.2	142	0.66	4772	3.65	15.1	83	12.6	139	13	100
50039	136	129.39	12674	0.24	4223	2.89	473	0.75	13392	2.63	13.6	360	12.5	378	10.5	634
50040	9	NA	1269	0.29	107	5.08	37	0.83	1334	2.27	NA	14	10.1	49	10.5	51
50042	15	NA	2426	0.27	699	2.78	114	0.65	2520	1.36	15.3	49	11	130	9.8	207
50043	135	105.65	11131	0.6	3272	2.38	286	1.11	12121	2.33	13	235	9.3	419	11.2	363
50045	27	121.94	3951	0.23	684	3.76	142	0.65	4136	1.94	17.6	130	12.3	255	14.9	279
50046	3	NA	678	0.3	105	5.25	12	NA	720	1.76	NA	7	NA	23	11.7	69
50047	204	109.6	12070	0.49	4598	6.07	681	1.07	12782	1.82	15	183	11.3	422	9.7	303
50054	8	NA	1664	0.37	136	4.11	35	0.83	1698	1.74	16.2	62	12.3	90	16.7	180
50055	38	118.83	2305	0.34	451	11.88	64	0.77	2368	1.6	NA	23	9.5	122	12.2	117
50056	149	119.89	10077	0.35	2277	4.84	297	0.47	10460	1.85	15.8	212	10.7	336	16.7	354
50057	196	140.41	13627	0.31	5093	4.6	471	0.85	14397	2.88	21	373	10.8	600	12.5	868
50058	108	78.92	7833	0.37	2316	4.59	290	1.07	8394	1.75	12.4	179	7.9	489	10.7	392
50060	207	153.62	14881	0.75	3996	4.61	412	1.54	15688	2.99	14	411	11.1	405	13.3	385
50063	43	110.11	6668	0.2	1353	3.37	204	1.21	6755	1.86	15	145	9.3	342	9.2	266
50067	3	NA	781	0.42	117	4	29	0.84	800	2.38	NA	14	12.1	39	13.3	65
50069	131	91.52	8628	0.28	4425	2.24	555	0.68	8709	2.6	15.7	185	12.2	409	15.5	267
50070	9	NA	563	0.31	93	3.81	23	NA	584	1.7	NA	7	NA	5	NA	7
50071	172	99.17	7970	0.28	3197	2.98	295	0.47	8896	2.71	NA	14	12.1	26	NA	10
50072	90	70.19	6314	0.51	1705	2.43	261	1.09	6680	3.12	NA	7	NA	8	NA	5
50073	49	101.71	4823	0.26	1272	2.13	186	0.49	5063	2.06	NA	9	NA	18	14.6	29
50075	89	112.19	7681	0.21	2328	4.51	314	1.59	7618	2.74	NA	10	11.6	31	NA	15
50076	104	100.05	4995	0.45	2387	3.26	234	0.55	5710	3.54	NA	9	NA	7	NA	5
50077	204	94.33	17789	0.23	4857	6.19	684	1.65	18607	0.93	13.6	287	8.6	581	9.5	562
50078	44	122.48	3202	0.31	564	2.41	80	0.75	3305	1.51	15.4	40	11.5	120	11.5	137
50079	19	NA	4540	0.38	844	3.87	91	0.69	4852	3.42	13.3	147	10.3	284	12.5	204
50082	120	137.4	7672	0.25	2234	5.88	278	1.79	8067	2.09	14	198	10.4	380	13.2	419
50084	148	118.65	12044	0.15	4024	2.1	481	0.36	13061	1.51	18.5	285	12.9	555	15.6	626
50089	21	NA	2328	0.24	311	5.77	75	0.73	2452	2.1	15.5	27	9.8	74	11	104
50090	17	NA	1603	0.39	316	2.91	58	0.79	1641	1.52	NA	22	10.2	123	10.5	84
50091	7	NA	1535	0.3	164	3.98	29	0.85	1582	2.27	NA	3	9	95	11	40
50093	210	111.2	20138	0.38	5803	3.17	739	0.6	20904	1.93	14	541	11.8	1182	13.1	1105
50096	NA	NA	103	0.34	62	4.32	NA	NA	105	2.01	NA	NA	NA	1	NA	1
50099	91	93.89	6913	0.2	1809	2.92	286	1.15	7211	2	14.8	230	9.8	376	12	411
50100	171	120.82	9325	0.51	3555	5.26	431	0.41	9908	3.81	15.7	210	12.4	435	12.8	459
50101	24	NA	2740	0.39	609	4.71	97	0.69	2873	2.02	16	42	11.7	102	11.7	94
50102	40	131.63	3016	0.32	709	6.69	60	0.81	3077	1.39	16.4	50	11.2	125	10.4	190
50103	108	100.11	8305	0.18	1868	2.8	109	0.66	8584	1.17	14.3	121	8.7	263	8.4	219
50104	45	120.33	5403	0.44	1014	2.65	99	1.65	5622	1.44	14.3	65	8.4	242	10.3	108
50107	100	142.65	5713	0.33	1666	2.19	247	0.45	6004	2.84	18.1	172	12.7	239	14.3	218
50108	271	135.06	13776	0.31	6759	1.91	645	0.7	14807	1.51	14.5	305	10.5	386	11.2	309
50110	9	NA	1622	0.29	368	3.02	64	0.78	1666	1.48	16	26	12.9	99	15.4	174
50111	12	NA	3518	0.27	360	3.26	38	0.85	3558	1.74	14.5	35	9.3	113	10.5	95
50112	120	115.03	10496	0.35	2455	8.54	230	0.54	10658	2.41	13.9	144	8.5	312	8.6	366
50113	5	NA	635	0.33	120	4.82	33	2.03	690	1.56	NA	19	NA	16	14.8	27
50115	87	109.7	8266	0.31	2305	3.62	198	0.56	8592	2.29	16.2	226	10.3	314	12.1	252
50116	131	122.6	9407	0.4	2648	4.46	354	0.41	9895	1.7	13	257	8.6	449	9.6	338
50118	12	NA	3035	0.42	419	4.55	62	0.78	3159	1.98	15.6	38	14	177	11.2	217
50121	36	108.48	7428	0.4	1254	3.26	194	1.24	7655	2.31	16.7	98	11.7	381	14	496
50122	44	118.65	3540	0.48	1318	4.15	50	0.8	3520	3.38	16.8	60	15.3	97	12.5	156
50124	19	NA	3506	0.34	662	5.69	105	0.7	3613	1.28	16.6	80	9.7	173	12.6	218
50125	119	126.41	7509	0.49	1495	5.42	161	1.34	7950	2.59	13.9	232	7.8	452	9.9	445
50126	78	125.9	6339	0.23	2120	3.59	202	0.57	6608	1.98	14.8	180	9.1	369	10.3	217
50127	13	NA	1575	0.46	373	5.46	61	0.76	1652	1.7	15.2	33	13.6	59	16.9	107
50128	106	121.35	9593	0.27	2683	6.56	333	2.65	9908	1.73	15.8	239	13.5	362	13.3	446
50129	142	108.07	6443	0.43	2387	3.84	193	0.52	6894	1.91	15.6	194	10.6	228	11.9	244
50131	18	NA	1848	0.37	564	2.8	78	0.73	1910	1.08	14.2	29	11.6	102	11.5	82
50132	36	111.51	4446	0.18	679	2.84	112	0.66	4672	1.66	15.8	70	10	285	9.6	365
50133	128	143.21	8982	0.42	1940	3.83	268	0.46	9501	2.53	16	278	14.5	515	13.4	701
50135	16	NA	5416	0.21	111	3.78	10	NA	5442	1.38	NA	23	10.1	35	9.2	83
50136	16	NA	2374	0.33	421	2.53	65	0.75	2531	1.59	14.6	106	11.2	125	18	204
50137	47	110.58	5354	0.29	1169	2.69	200	0.49	5753	1.86	NA	9	10.7	28	NA	23
50138	141	104.12	7557	0.39	3569	1.49	248	0.46	8278	1.83	NA	22	NA	17	NA	14
50139	68	84.17	7442	0.44	1652	2.97	263	1.06	7742	1.28	NA	15	NA	14	NA	13
50140	77	106.49	10175	0.24	1877	2.29	293	0.91	10594	3.04	NA	17	12.2	29	10.3	30
50145	171	106.14	8989	0.29	3424	3.9	415	1.43	9602	1.67	13.6	196	11.4	399	12.6	512
50146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	7	12.1	61
50149	36	128.87	3829	0.23	682	2.95	153	0.63	4037	1.22	13.9	39	8.1	161	12	80
50150	49	122.57	4888	0.52	902	2.05	137	0.57	5089	1.55	13.3	120	12.7	230	10.6	337
50152	54	151.5	3885	0.3	807	3.58	83	0.73	3872	2.78	16	30	11.2	138	13.4	221
50153	78	90.34	7560	0.46	2208	5.07	298	0.48	8051	2.59	13.8	183	14.2	425	14.1	334
50158	18	NA	2284	0.43	178	4.35	23	NA	2368	2.08	13.3	32	9.7	83	9.9	50
50159	28	143.46	2450	0.37	536	5.34	83	0.76	2551	3.19	NA	22	13.4	66	14	93
50167	18	NA	1687	0.27	293	3.35	59	0.8	1753	1.63	NA	23	14.7	67	15.3	63
50168	132	114.79	8844	0.25	2799	2.51	333	0.41	9174	2.2	13.3	295	10.3	578	11.4	395
50169	173	72.35	12483	0.3	3376	6.75	469	2.12	12931	2.59	13.2	360	11.2	304	8.9	273
50174	153	114.89	9347	0.15	3376	4.63	349	1.47	9998	1.42	14.5	296	13.8	473	12.5	385
50179	31	116.77	6574	0.28	1102	5.84	177	1.37	6725	2.39	13.7	173	12.8	325	11.7	417
50180	122	112.89	11091	0.44	3889	2.07	469	0.86	11769	2.18	14.5	277	10	543	9.7	422
50189	NA	NA	569	0.44	48	4.45	8	NA	591	1.84	NA	6	10.6	41	12.5	55
50191	59	104.4	5280	0.32	1063	2.84	149	0.59	5624	0.82	13.8	77	9.7	159	9.5	187
50192	3	NA	608	0.33	21	NA	7	NA	632	1.86	NA	10	10	40	13.4	94
50194	18	NA	3045	0.22	781	4.35	86	0.74	3035	2.67	16.6	49	12.9	205	11.5	196
50195	89	114.74	9567	0.2	3240	2.66	185	0.59	9895	1.98	13.9	225	10.2	434	11.2	493
50196	NA	NA	919	0.32	72	4.36	7	NA	944	1.64	NA	2	10.5	27	13.1	36
50197	92	85.06	4677	0.31	2128	6.03	185	0.58	5338	1.49	13.8	94	9.6	346	10.1	253
50204	54	119.69	4123	0.28	983	6.13	90	0.75	4247	1.22	15.3	109	10.8	221	11.1	178
50205	6	NA	1231	0.28	72	4.08	24	NA	1244	1.62	14.1	26	10.2	46	7.9	135
50211	20	NA	2404	0.44	306	2.17	50	0.75	2534	2.14	13.8	82	11.5	174	9.6	193
50222	99	108.14	7771	0.25	2229	6.32	237	0.51	8260	2.15	12.1	193	10.2	553	10.5	369
50224	302	98.05	14865	0.43	5707	5.29	772	0.61	15954	1.74	14.1	297	11.8	491	10.7	695
50225	61	97.85	4671	0.51	1137	2.89	134	0.61	4967	2.27	15.4	122	11.2	225	10.8	294
50226	36	107.04	5772	0.43	1342	3.93	143	0.58	6126	1.7	15.3	97	10.6	299	8.9	275
50228	49	130.44	4186	0.39	865	6.11	101	0.72	4364	1.98	17.7	76	12.9	145	9	112
50230	23	NA	3188	0.19	582	3.42	49	0.78	3299	0.92	13.8	100	9.1	86	8.5	126
50231	134	102.37	8781	0.33	2468	2.06	420	0.36	9030	1.26	14.5	116	10.2	333	10.7	188
50232	43	115.67	3853	0.19	1749	2.72	132	0.66	4215	1.74	11.8	198	13.1	195	13.6	166
50234	16	NA	1294	0.31	403	4.26	27	0.86	1397	1.47	NA	12	12	71	11.4	43
50235	144	130.97	11038	0.16	3315	2.57	460	0.35	11732	1.04	13.3	208	9.8	706	9.2	414
50236	30	100.53	3698	0.36	707	2.9	147	0.6	3866	1.19	14.3	128	10.9	210	9.5	199
50238	124	115.59	10623	0.36	2676	4.74	284	1.13	11092	2.5	14.2	299	10.4	602	11.1	499
50239	193	114.86	12174	0.28	3416	4.01	216	0.53	12614	1.2	10.6	312	8.5	521	8	558
50242	102	118.72	7740	0.41	2166	2.82	266	0.49	8037	1.9	15.7	217	15.5	382	13.6	346
50243	150	142.33	8976	0.61	3087	3.83	419	0.88	9706	4.79	15.7	206	13.8	243	11.6	243
50245	39	156.4	4203	0.84	608	5.56	112	0.69	4366	1.89	17.8	35	10.7	105	13.5	98
50248	17	NA	1550	0.3	178	4.34	26	2.08	1607	1.79	15.5	26	12.3	60	13.7	99
50254	62	126.99	4866	0.52	1049	6.09	218	1.16	5165	2.64	15.1	77	10.4	261	9.9	339
50257	NA	NA	1362	0.31	83	4.33	4	NA	1369	1.83	NA	1	10.8	32	9.9	50
50261	36	108.17	4710	0.25	583	3.37	93	1.62	4866	1.57	13.7	116	14.5	284	17.1	449
50262	338	107.81	10879	0.6	5496	3.82	1068	0.5	12272	3.31	14	166	8.2	284	8.6	208
50272	41	111.28	3300	0.42	949	3.38	172	0.59	3436	1.46	15	80	11.7	147	15.8	313
50276	11	NA	1790	0.3	245	3.04	90	1.71	1840	4.27	NA	10	11.4	69	12.6	74
50277	8	NA	3623	0.34	228	3.04	25	0.85	3682	2.13	NA	10	11.1	56	11.1	82
50278	111	101.62	6978	0.5	1897	2.89	268	1.18	7534	2.87	14.3	116	7.7	428	9.5	406
50279	21	NA	1762	0.38	264	4.29	59	1.84	1851	1.58	16.8	29	12.5	96	13.8	146
50280	214	124.11	11360	0.3	5085	1.62	497	1.11	12031	2.1	15.5	331	14.5	502	12.6	529
50281	43	96.18	3082	0.21	345	3.63	69	0.71	3329	1.27	14.7	79	9.9	124	9.1	280
50283	57	111.75	4634	0.35	1325	1.82	139	0.62	4606	1.71	15.2	152	10.2	253	11.8	347
50289	75	120.96	7304	0.25	2003	7.18	203	0.59	7687	2.99	17.1	139	12.2	431	11.5	295
50290	123	109.23	11037	0.26	5210	2.41	489	0.8	11316	2.28	13.3	223	11.2	374	10.9	564
50291	39	124.76	2794	0.47	1355	1.66	119	0.64	3117	1.37	15.2	122	13.2	111	10.9	66
50292	21	NA	4114	0.54	427	3.66	57	0.81	4216	1.08	14.6	34	11.1	85	15	98
50295	77	101.58	4976	0.41	1404	2.34	260	0.52	5241	1.95	16.1	42	12.3	141	12.5	341
50296	11	NA	1756	0.51	226	5.92	38	0.82	1803	1.74	14.2	30	11.8	106	14.9	167
50298	8	NA	1680	0.36	106	3.54	36	1.95	1743	1.48	17	31	10.5	135	11.1	94
50300	87	94.09	7345	0.41	1762	5.31	218	1.12	7723	2.17	12.8	281	11.6	373	10.7	271
50301	32	120.94	2799	0.25	522	3.9	103	0.64	3019	3.03	16	28	16.9	164	12	206
50305	75	106.04	6986	0.38	1924	5.67	235	1.27	7089	2.28	15.9	84	12	278	10.9	208
50308	133	134.53	9859	0.53	3755	2.73	566	1.28	10257	2.68	15	208	10.7	563	9.8	514
50309	140	113.12	8944	0.35	2762	4.1	405	0.91	9278	2.89	14.1	270	10.6	376	11.3	426
50313	11	NA	2720	0.26	330	2.94	59	0.75	2856	2.03	16.5	27	12.5	115	12.4	136
50315	12	NA	1318	0.31	294	4.18	59	0.81	1420	2.08	NA	9	NA	22	NA	14
50320	16	NA	2199	0.28	275	7.16	51	0.82	2294	2.67	NA	15	11.2	48	12.5	34
50324	149	92.47	7778	0.29	3637	7.7	496	0.85	8253	3.11	14.2	218	11.2	308	9.1	285
50327	276	125.72	12081	0.61	5092	4.53	678	0.29	12617	2.49	13.8	177	11.3	372	12.2	193
50329	31	115.94	3868	0.28	539	3.4	69	0.77	3960	1.72	15.5	69	12.1	227	12.7	221
50334	102	127.89	8126	0.55	2906	2.43	293	0.48	8489	2.49	15	274	12.3	473	13.3	368
50335	61	101.01	4419	0.21	1237	2.11	178	1.26	4556	2.32	15.9	106	13.9	168	10.5	347
50336	44	95.19	6314	0.43	1173	2.33	231	0.5	6509	1.1	18	134	12.3	311	12.8	432
50342	26	108.04	3575	0.23	560	3.2	66	0.78	3646	0.95	13.6	78	9.7	189	11.5	300
50348	133	118.86	6589	0.46	2504	5.62	561	0.34	7175	3.43	13.8	58	11.4	128	11	107
50349	NA	NA	180	0.34	8	NA	3	NA	181	1.97	NA	NA	NA	4	NA	10
50350	42	110.25	4635	0.27	807	2.19	103	1.58	4860	1.64	14.5	109	8.5	321	9.9	251
50351	183	100.29	10902	0.45	3555	2.87	482	0.36	11377	1.56	14.2	275	10.5	505	12	467
50352	23	NA	1151	0.31	406	6.48	41	0.83	1168	2.81	NA	18	10.3	54	12.9	78
50353	126	93.59	10464	0.34	2646	3.85	336	0.43	10757	1.1	15.3	239	8.4	471	9.4	420
50357	13	NA	1253	0.31	753	5.28	11	NA	1271	2.41	NA	4	11	44	12.3	61
50359	10	NA	3206	0.25	339	3.25	92	0.73	3276	1.08	16	60	16.9	148	15	233
50360	125	116.56	7331	0.3	2067	5.9	297	1.04	7582	2.49	13.3	228	13.8	297	10.9	376
50367	54	117.37	3543	0.34	701	5.76	91	0.67	3698	1.9	16.2	101	12.9	204	14.3	245
50373	29	145.58	2898	0.42	581	6.52	83	1.81	3088	1.27	16.8	25	12.9	53	12.6	51
50376	37	133.98	2338	0.34	708	5.72	110	1.67	2491	2.32	14.1	44	12.2	51	14.5	35
50378	NA	NA	2369	0.28	75	4.23	12	NA	2401	1.65	NA	19	10.5	66	12.2	76
50380	211	118.5	8234	0.35	3068	4.5	478	2.87	8706	2.91	13.3	253	11.5	493	14.7	366
50382	123	104.49	10261	0.33	2154	3.91	326	1.01	10673	2.86	13	254	9.8	498	10	442
50385	15	NA	1310	0.28	385	3.28	36	0.81	1309	1.65	NA	8	11.3	57	11	98
50390	50	118.59	6993	0.22	924	5.09	178	0.56	7253	1.34	15.5	184	11.6	334	16.4	326
50393	50	128.95	8680	0.26	1553	3.51	156	0.6	8921	1.25	13.8	130	10.5	326	9.7	218
50394	151	91.67	8200	0.5	3369	4.49	400	2.56	8351	2.29	13.3	206	11.2	309	14.2	287
50396	160	123.6	11286	0.34	4929	2.51	544	1.25	11647	2.26	16.4	204	10.4	443	11.8	399
50397	NA	NA	341	0.34	NA	NA	NA	NA	347	1.99	NA	6	10.8	29	10.9	38
50407	13	NA	1630	0.38	239	3.4	69	0.74	1699	1.15	NA	23	8.6	112	9.4	187
50411	53	120.26	6640	0.23	1399	4.74	248	0.48	6843	2.79	NA	7	11.3	27	NA	10
50414	40	125.26	2986	0.42	597	3.35	118	0.63	3067	2.96	18.1	45	10.6	101	11.3	120
50417	10	NA	1940	0.38	167	3.53	59	0.76	1998	1.9	16.1	45	13.7	121	10.1	162
50423	3	NA	770	0.32	67	4.3	27	0.86	796	3.27	NA	18	11.2	33	16.5	68
50424	211	81.42	10411	0.42	6443	5.88	373	0.41	10515	2.84	12.9	104	8.8	245	11.5	128
50425	202	92.4	14652	0.14	4428	1.93	686	0.96	14801	2.74	NA	20	NA	22	NA	18
50426	33	90.87	5008	0.29	579	2.42	49	0.72	5176	1.59	12.8	70	9.6	210	8.6	271
50434	NA	NA	816	0.33	29	4.53	16	NA	833	2.24	NA	8	10.5	44	12.3	69
50435	9	NA	1710	0.38	401	2.97	36	0.84	1764	1.73	15.3	27	12.1	53	11.8	111
50438	233	78.86	16296	0.23	5296	8.04	576	0.72	16469	2.42	12.7	257	10.4	470	6.9	528
50441	454	94.56	15652	0.34	8197	4.78	1369	1.03	16793	3.09	12.6	205	10.7	399	10.9	392
50444	63	123.65	7958	0.25	1446	4.86	229	1.18	8261	1.87	17.4	184	13.9	457	15.4	593
50454	315	106.52	14320	0.24	7370	4.5	1150	0.44	14770	1.47	15.7	131	11.3	250	11.2	330
50455	117	131.27	7726	0.49	1905	2.92	250	1.84	8018	2.42	15.8	123	11.6	307	11.2	211
50457	77	126.77	5287	0.39	2131	5.61	173	2.19	5388	1.89	13.3	112	10.6	252	13.3	277
50464	149	146.48	7650	0.34	2829	8.31	319	0.44	8406	3.14	14.2	356	12	339	15.5	285
50468	60	95.83	3221	0.21	364	2.57	42	0.78	3329	1.3	14.9	34	10	128	9.8	89
50471	132	91.95	9723	0.32	3784	3.62	263	0.48	9988	2.43	15.1	214	9.1	501	10.6	286
50481	70	120.41	6254	0.41	1675	5.74	226	1.26	6742	1.57	15.4	192	10.3	257	11.6	381
50485	154	124.3	15259	0.39	5029	5.32	557	0.34	15832	2.08	17.1	196	8.7	460	11.6	341
50488	53	128.79	6609	0.32	1227	2.89	123	0.63	6685	2.08	13.5	108	11.7	309	10.1	252
50492	55	95.76	2958	0.32	950	5.15	216	0.57	3155	4.19	15.1	85	16.6	144	13.8	263
50496	74	119.14	6864	0.2	2395	2.98	256	0.45	7678	1.32	15.2	143	10.5	389	11.4	250
50498	45	94.63	3326	0.46	989	3.98	138	0.58	3395	2.34	16.1	51	12	135	11.1	191
50502	131	112.79	8528	0.12	2883	2.12	269	0.41	8845	1.27	14.8	102	7.6	387	6.7	405
50503	71	104.21	4950	0.54	1457	10.78	231	2.6	5086	1.87	13.7	167	10.8	302	14	253
50506	25	97.51	3053	0.33	1164	3.6	134	0.65	2939	1.93	17.4	33	13.6	90	13.6	152
50510	69	93.24	3704	0.35	909	8.81	142	1.43	3842	1.88	NA	6	NA	10	NA	10
50512	52	123.68	6396	0.39	1517	1.33	216	1.85	6721	1.61	NA	4	NA	20	NA	12
50515	129	110.69	11801	0.31	2931	4.01	443	1.17	12160	1.79	NA	7	NA	11	NA	13
50516	147	122.12	10905	0.3	2845	2.91	386	0.98	11565	3.32	15.3	237	12.3	429	12.4	403
50517	9	NA	1687	0.54	331	3.11	72	0.75	1723	1.14	NA	23	14	76	12.5	65
50523	34	104.63	5368	0.43	683	4.49	98	0.68	5551	2.35	17.1	139	11.3	258	12.2	222
50526	15	NA	2778	0.19	262	2.67	24	NA	2872	1.67	15.1	55	9	127	8.1	134
50528	NA	NA	745	0.32	31	4.54	12	NA	776	2.74	NA	13	11.9	57	14.1	121
50531	13	NA	1801	0.3	194	3.74	24	NA	1842	1.46	NA	6	10.8	27	9.6	73
50534	33	115.03	3324	0.41	1359	3.14	117	1.58	3449	2.31	15	82	12.3	98	11.5	183
50537	27	118.1	1652	0.38	596	4.12	83	0.69	1738	1.32	NA	9	12.8	62	11.5	62
50541	36	128.89	2604	0.5	832	2.81	75	0.7	2626	2.31	NA	2	NA	4	NA	4
50543	NA	NA	694	0.33	NA	NA	NA	NA	698	2	NA	NA	NA	NA	NA	NA
50547	NA	NA	162	0.34	NA	NA	NA	NA	164	2.03	NA	NA	NA	NA	NA	7
50549	141	89.58	10326	0.25	3698	5.2	377	1.52	10513	1.52	13.9	376	10.5	508	9.6	503
50551	51	107.26	5061	0.33	1153	3.71	183	0.58	5245	3.28	15.2	130	14.8	294	12.6	358
50552	NA	NA	357	0.33	14	NA	NA	NA	374	1.95	NA	2	NA	23	13.1	37
50557	147	109.46	10979	0.43	3362	2.2	357	0.4	11713	3.38	16.3	316	12.6	440	15.2	519
50561	40	126.53	5769	0.22	1199	5.04	187	0.53	6014	1.22	NA	11	NA	7	NA	6
50567	161	116.36	11506	0.43	3213	6.42	332	1.5	12100	1.41	14.9	256	9.3	527	9.8	437
50568	14	NA	2472	0.36	317	2.97	115	1.53	2618	2.41	15.9	86	14.3	165	15.9	191
50570	144	115.9	9292	0.35	2806	5.5	361	0.97	9816	1.2	14.4	218	9.1	421	9	398
50573	188	108.43	18833	0.34	7182	2.59	811	0.86	19592	2.97	13.9	483	10.7	724	9.6	919
50575	42	87.76	2935	0.24	682	2.38	160	0.71	3153	0.97	14.2	35	9	122	8.3	140
50580	14	NA	3046	0.22	353	2.97	54	1.79	3101	1.05	13.7	63	9.9	109	10.9	126
50581	78	141.35	6451	0.22	1609	5.13	155	1.43	6809	2.08	14.6	107	10	236	11.5	167
50586	34	105.37	4523	0.21	349	2.59	61	0.69	4633	2.31	14.3	34	9.9	83	10.5	41
50588	9	NA	2020	0.33	230	3.21	29	0.87	2058	1.59	14.5	30	11.4	66	12.2	68
50589	10	NA	2135	0.37	485	3.38	78	0.73	2202	2.27	16.3	37	11.7	81	12.1	132
50590	31	100.21	5101	0.27	1259	4.09	128	0.67	5272	2.98	19.5	41	11.2	154	13.9	185
50597	26	96.95	2608	0.25	427	3.43	97	0.67	2696	1.55	15	51	12.5	137	12	145
50599	329	133.2	12542	0.56	5393	7.91	800	0.26	13395	3.72	11.6	221	9.3	388	10.1	292
50603	149	81.78	13800	0.33	3491	3.27	425	0.36	14576	1.97	14.4	264	11.2	559	10.6	463
50604	70	111.73	5359	0.59	1385	2.61	173	1.26	5262	2.19	15.8	33	NA	24	NA	21
50608	19	NA	1786	0.38	404	5.93	98	0.77	1895	4.64	NA	20	11.7	109	21.5	128
50609	100	101.64	8045	0.3	2048	3.74	268	1.07	8489	1.89	NA	14	NA	24	NA	21
50616	35	90.33	3384	0.39	699	3.72	122	0.65	3488	2.1	14.1	84	12.8	230	12.5	236
50618	NA	NA	248	0.34	11	NA	NA	NA	262	1.96	NA	1	NA	9	13.7	38
50624	68	105.95	5599	0.33	1069	4.37	151	1.44	5865	2.32	14.5	169	9.6	314	9.3	309
50625	590	105.62	33214	0.41	13989	8.39	1754	0.48	35061	1.44	12.4	577	7.8	1436	6.7	1111
50633	25	118.26	5029	0.22	1033	2.47	151	0.62	5201	1.98	16.7	72	14.9	218	13.7	358
50636	23	NA	3966	0.3	944	2.41	130	0.66	4064	2.35	17.2	74	12.5	273	12.2	222
50641	4	NA	1556	0.29	113	5	18	NA	1615	2.4	15.1	40	9.5	74	9.7	82
50644	9	NA	2069	0.28	112	3.92	6	NA	2114	1.6	NA	3	11.6	46	10.2	102
50660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	3	NA	3
50663	26	119.69	4884	0.22	396	3.93	41	1.9	4957	1.12	14.4	45	9.5	101	7.4	131
50668	NA	NA	167	0.34	NA	NA	NA	NA	169	2.03	NA	2	NA	1	12.1	39
50674	68	99.76	5207	0.38	1346	3.02	203	1.19	5443	2.31	NA	15	NA	14	NA	17
50677	72	105.68	6278	0.35	1621	1.93	251	0.38	6642	2.19	NA	3	NA	9	NA	6
50678	59	113.72	4102	0.27	994	4.16	181	0.55	4302	0.97	15	71	9.3	180	9.6	163
50684	13	NA	2804	0.32	298	3.85	51	0.75	2902	1.22	14.2	105	11.3	130	14.8	129
50686	47	101.31	5406	0.29	1181	1.86	213	0.4	5647	1.92	NA	6	NA	7	NA	8
50688	17	NA	2495	0.43	502	3.95	83	1.71	2531	2.77	14.8	49	12.1	142	10.3	159
50689	38	113.29	2803	0.33	813	9.1	122	1.53	2894	2.89	14.7	52	11.1	131	10.6	229
50690	40	101.13	3725	0.3	1018	5.91	172	0.55	3911	3.19	NA	2	NA	7	NA	3
50696	262	120.18	6188	0.55	4400	5.59	963	0.79	7117	2.86	NA	11	10.5	115	11	56
50697	NA	NA	164	0.34	163	4.26	6	NA	99	2.82	NA	NA	NA	NA	NA	NA
50701	71	104.63	7477	0.27	1439	4.4	195	0.57	7539	2.18	15.9	183	10.7	299	14.7	307
50704	21	NA	5083	0.29	322	3.06	35	0.78	5134	1.15	16.4	43	9.4	128	10.4	103
50708	NA	NA	1721	0.31	1711	1.9	18	NA	1668	1.9	NA	NA	NA	NA	NA	NA
50709	42	93.23	4657	0.19	817	2.38	50	0.76	4862	0.76	13.7	65	8.4	206	8.2	192
50710	40	117.39	3764	0.46	899	3.42	157	0.59	3885	2.05	NA	4	NA	8	NA	9
50714	NA	NA	333	0.33	316	5.39	32	0.84	334	2.11	NA	NA	NA	NA	NA	NA
50717	6	NA	420	0.33	168	4.72	24	NA	420	1.7	NA	1	NA	7	NA	4
50723	8	NA	1287	0.28	207	3.36	23	NA	1331	1.45	NA	7	NA	11	NA	12
50724	79	107.98	4206	0.36	1173	3.9	51	0.75	4665	1.13	15.3	232	10.7	345	9.9	209
